post_id,account_id,account_type,follower_count,media_type,content_category,traffic_source,has_call_to_action,post_datetime,post_date,post_hour,day_of_week,likes,comments,shares,saves,reach,impressions,followers_gained,caption_length,hashtags_count,performance_bucket_label,engagement_rate,total_engagement,follower_growth_rate,impression_reach_ratio
IG0008880,11,creator,9044,image,Technology,Profile,0,20-07-2025 04:00,20-07-2025,4,Sunday,324,15,12,47,6498,9316,20,123,6,medium,6.124961527,398,0.221141088,1.433671899
IG0008881,12,creator,13798,carousel,Fashion,Hashtags,1,25-03-2025 16:00,25-03-2025,16,Tuesday,287,3,8,42,6374,10002,415,115,9,medium,5.334170066,340,3.007682273,1.569187324
IG0008882,19,creator,3447,image,Beauty,Profile,0,03-04-2025 11:00,03-04-2025,11,Thursday,0,13,9,54,7218,11034,289,111,10,medium,1.052923247,76,8.384102118,1.528678304
IG0008883,19,creator,3447,carousel,Technology,Home Feed,0,02-05-2025 02:00,02-05-2025,2,Friday,1173,42,61,161,19143,26869,888,142,4,high,7.506660398,1437,25.76153177,1.403594003
IG0008884,19,brand,3447,carousel,Fitness,Reels Feed,0,06-01-2025 20:00,06-01-2025,20,Monday,0,4,5,22,4938,7648,110,144,7,low,0.627784528,31,3.191180737,1.548805184
IG0008885,13,creator,5824,image,Music,Profile,0,13-07-2025 01:00,13-07-2025,1,Sunday,420,16,23,51,21900,24733,983,122,3,low,2.328767123,510,16.87843407,1.129360731
IG0008886,14,brand,3083,reel,Photography,External,0,21-03-2025 22:00,21-03-2025,22,Friday,94,1,3,11,2169,2478,451,120,4,high,5.025357308,109,14.6286085,1.142461964
IG0008887,18,creator,7486,image,Fashion,Reels Feed,0,24-03-2025 10:00,24-03-2025,10,Monday,349,8,19,45,9184,12380,858,124,14,medium,4.584059233,421,11.4613946,1.347996516
IG0008888,12,creator,13798,carousel,Fitness,Reels Feed,0,12-10-2025 05:00,12-10-2025,5,Sunday,89,5,3,13,4766,7599,60,112,13,low,2.308015107,110,0.43484563,1.5944188
IG0008889,4,creator,4972,carousel,Fashion,Explore,1,04-10-2025 16:00,04-10-2025,16,Saturday,337,8,22,40,6883,10009,267,102,7,medium,5.913119279,407,5.370072405,1.454162429
IG0008890,10,creator,4542,image,Fashion,Home Feed,0,15-08-2025 18:00,15-08-2025,18,Friday,207,5,10,26,5104,7687,466,124,5,medium,4.858934169,248,10.25979745,1.506073668
IG0008891,17,brand,15923,reel,Photography,Reels Feed,0,13-09-2025 12:00,13-09-2025,12,Saturday,927,29,54,138,18597,26143,194,118,14,high,6.173038662,1148,1.218363374,1.405764371
IG0008892,4,brand,4972,carousel,Fashion,External,1,15-11-2025 20:00,15-11-2025,20,Saturday,197,8,13,32,3059,3713,825,121,14,viral,8.172605427,250,16.59292035,1.213795358
IG0008893,12,creator,13798,carousel,Technology,Home Feed,0,10-10-2025 04:00,10-10-2025,4,Friday,384,15,27,69,3262,4594,870,108,12,medium,15.17473942,495,6.305261632,1.408338443
IG0008894,13,brand,5824,carousel,Technology,External,1,19-07-2025 04:00,19-07-2025,4,Saturday,141,2,9,21,2451,3475,818,102,7,high,7.058343533,173,14.04532967,1.417788658
IG0008895,4,creator,4972,carousel,Fitness,Explore,0,19-04-2025 18:00,19-04-2025,18,Saturday,427,15,0,71,5817,8470,359,127,9,viral,8.818978855,513,7.220434433,1.456077016
IG0008896,10,creator,4542,reel,Travel,Explore,0,11-07-2025 14:00,11-07-2025,14,Friday,736,17,38,126,9394,13207,51,129,6,viral,9.761549925,917,1.122853369,1.405897381
IG0008897,3,brand,10018,image,Food,Explore,1,26-09-2025 03:00,26-09-2025,3,Friday,416,12,22,57,5383,8591,959,138,5,viral,9.418539848,507,9.572769016,1.595950214
IG0008898,15,creator,8167,image,Beauty,Hashtags,0,02-09-2025 05:00,02-09-2025,5,Tuesday,137,4,6,15,11864,15290,181,118,8,low,1.365475388,162,2.216236072,1.288772758
IG0008899,2,creator,22291,reel,Beauty,Profile,0,10-04-2025 02:00,10-04-2025,2,Thursday,386,12,18,59,8432,11127,515,102,5,high,5.633301708,475,2.310349468,1.31961575
IG0008900,17,creator,15923,reel,Lifestyle,External,0,01-09-2025 23:00,01-09-2025,23,Monday,217,4,14,31,6687,9696,538,114,10,medium,3.977867504,266,3.378760284,1.449977568
IG0008901,6,creator,10034,image,Photography,Profile,0,06-03-2025 10:00,06-03-2025,10,Thursday,142,6,8,20,8019,11809,151,130,13,low,2.19478738,176,1.504883396,1.47262751
IG0008902,8,creator,15986,image,Comedy,Hashtags,0,16-04-2025 18:00,16-04-2025,18,Wednesday,351,10,17,58,6753,8243,107,131,13,high,6.456389753,436,0.669335669,1.220642677
IG0008903,3,creator,10018,image,Comedy,Home Feed,0,23-01-2025 03:00,23-01-2025,3,Thursday,265,6,15,29,6575,7309,280,121,8,high,4.790874525,315,2.794969056,1.111634981
IG0008904,18,creator,7486,image,Fitness,Profile,0,02-07-2025 21:00,02-07-2025,21,Wednesday,219,5,9,25,3169,4994,133,125,3,high,8.141369517,258,1.776649746,1.575891448
IG0008905,1,creator,9461,carousel,Fashion,Explore,1,01-11-2025 06:00,01-11-2025,6,Saturday,278,7,12,42,4610,5845,768,129,8,viral,7.353579176,339,8.117535144,1.267895879
IG0008906,16,creator,9696,image,Fashion,Profile,1,07-02-2025 02:00,07-02-2025,2,Friday,230,11,12,31,2940,3509,731,123,4,viral,9.659863946,284,7.539191419,1.193537415
IG0008907,7,brand,3551,image,Photography,Explore,0,11-02-2025 04:00,11-02-2025,4,Tuesday,157,5,14,22,5021,6807,455,108,10,medium,3.943437562,198,12.81329203,1.355706035
IG0008908,3,creator,10018,reel,Music,External,0,15-10-2025 15:00,15-10-2025,15,Wednesday,162,7,6,32,4252,6374,921,125,3,medium,4.868297272,207,9.193451787,1.499059266
IG0008909,4,creator,4972,image,Travel,Profile,0,16-08-2025 20:00,16-08-2025,20,Saturday,574,22,32,82,14523,17893,156,115,10,medium,4.88879708,710,3.137570394,1.232045721
IG0008910,9,creator,6916,reel,Lifestyle,Hashtags,0,23-08-2025 18:00,23-08-2025,18,Saturday,102,0,5,16,2703,3451,696,122,10,medium,4.550499445,123,10.06362059,1.27672956
IG0008911,5,creator,10739,carousel,Technology,Reels Feed,1,28-10-2025 17:00,28-10-2025,17,Tuesday,167,4,6,26,6297,8908,225,114,5,low,3.223757345,203,2.095167148,1.414641893
IG0008912,19,creator,3447,image,Fashion,Profile,0,14-10-2025 02:00,14-10-2025,2,Tuesday,268,6,10,42,6938,9464,308,130,4,medium,4.69876045,326,8.935306063,1.364081868
IG0008913,15,brand,8167,carousel,Lifestyle,Explore,0,18-07-2025 04:00,18-07-2025,4,Friday,379,8,20,54,6485,10280,274,122,4,high,7.108712413,461,3.354965103,1.585196608
IG0008914,8,creator,15986,image,Beauty,External,1,27-02-2025 06:00,27-02-2025,6,Thursday,138,3,9,19,2848,3506,126,128,10,high,5.933988764,169,0.788189666,1.231039326
IG0008915,6,creator,10034,carousel,Music,Hashtags,0,19-01-2025 06:00,19-01-2025,6,Sunday,283,0,11,37,8319,10911,419,126,11,medium,3.978843611,331,4.175802272,1.311575911
IG0008916,18,brand,7486,image,Technology,Home Feed,1,07-01-2025 02:00,07-01-2025,2,Tuesday,115,3,5,9,4361,4811,334,135,10,medium,3.026828709,132,4.461661769,1.103187342
IG0008917,19,brand,3447,carousel,Photography,Home Feed,0,03-04-2025 08:00,03-04-2025,8,Thursday,85,4,8,15,2248,3519,232,118,9,medium,4.982206406,112,6.730490281,1.565391459
IG0008918,15,creator,8167,carousel,Lifestyle,External,1,20-02-2025 07:00,20-02-2025,7,Thursday,53,1,5,7,2034,2493,463,127,9,low,3.244837758,66,5.669156361,1.225663717
IG0008919,7,creator,3551,image,Fitness,External,0,15-01-2025 20:00,15-01-2025,20,Wednesday,393,0,0,36,10895,13003,600,138,5,medium,3.937586049,429,16.89664883,1.193483249
IG0008920,10,creator,4542,reel,Technology,Profile,0,31-07-2025 17:00,31-07-2025,17,Thursday,168,8,9,0,4414,6933,24,131,7,medium,4.191209787,185,0.528401585,1.570684187
IG0008921,6,creator,10034,image,Photography,External,0,28-03-2025 09:00,28-03-2025,9,Friday,355,12,13,45,8177,11103,42,109,6,medium,5.197505198,425,0.418576839,1.357832946
IG0008922,14,creator,3083,reel,Comedy,Explore,0,09-12-2024 19:00,09-12-2024,19,Monday,298,10,18,50,7370,10469,386,108,9,medium,5.101763908,376,12.52027246,1.420488467
IG0008923,17,creator,15923,image,Photography,Explore,0,26-01-2025 07:00,26-01-2025,7,Sunday,435,14,26,79,6822,7655,325,107,9,viral,8.120785693,554,2.041072662,1.122104955
IG0008924,9,creator,6916,reel,Photography,External,0,28-03-2025 07:00,28-03-2025,7,Friday,170,7,8,29,2917,3884,324,109,9,viral,7.336304422,214,4.684788895,1.331504971
IG0008925,19,brand,3447,reel,Technology,Profile,0,21-10-2025 16:00,21-10-2025,16,Tuesday,509,17,26,74,11476,13560,698,111,11,high,5.454862321,626,20.24949231,1.181596375
IG0008926,5,creator,10739,image,Music,Explore,0,23-08-2025 16:00,23-08-2025,16,Saturday,279,9,16,42,3566,5249,47,121,12,viral,9.702748177,346,0.437657138,1.471957375
IG0008927,7,creator,3551,image,Technology,Hashtags,0,03-02-2025 03:00,03-02-2025,3,Monday,293,7,15,46,11060,15466,331,108,8,medium,3.264014467,361,9.321317939,1.398372514
IG0008928,19,creator,3447,reel,Food,External,0,20-08-2025 05:00,20-08-2025,5,Wednesday,314,6,12,37,4179,6436,382,129,5,viral,8.829863604,369,11.08210038,1.540081359
IG0008929,20,creator,31095,image,Travel,Explore,1,15-05-2025 18:00,15-05-2025,18,Thursday,749,17,34,118,13924,15437,983,139,8,viral,6.592933065,918,3.161279949,1.108661304
IG0008930,7,creator,3551,image,Music,Home Feed,0,25-06-2025 00:00,25-06-2025,0,Wednesday,41,0,0,9,1244,1880,842,133,3,low,4.019292605,50,23.71163053,1.511254019
IG0008931,2,creator,22291,carousel,Fitness,Reels Feed,1,26-04-2025 03:00,26-04-2025,3,Saturday,116,6,2,25,3430,5149,734,127,5,medium,4.344023324,149,3.292808757,1.501166181
IG0008932,16,brand,9696,image,Music,Explore,0,24-03-2025 10:00,24-03-2025,10,Monday,591,15,33,45,5861,9070,879,121,11,low,11.67036342,684,9.065594059,1.547517488
IG0008933,13,creator,5824,image,Beauty,Profile,1,12-08-2025 05:00,12-08-2025,5,Tuesday,123,7,7,26,2950,4031,289,121,10,medium,5.525423729,163,4.962225275,1.366440678
IG0008934,8,creator,15986,carousel,Fitness,Explore,0,07-05-2025 11:00,07-05-2025,11,Wednesday,339,16,18,56,7307,10978,68,116,7,high,5.871082524,429,0.425372201,1.502394964
IG0008935,6,creator,10034,image,Comedy,External,0,15-07-2025 04:00,15-07-2025,4,Tuesday,380,8,17,61,6345,9854,188,107,13,high,7.344365642,466,1.873629659,1.553033885
IG0008936,6,brand,10034,image,Technology,Explore,0,15-06-2025 13:00,15-06-2025,13,Sunday,140,5,6,19,4357,6928,871,100,11,low,3.901767271,170,8.680486346,1.590084921
IG0008937,9,brand,6916,carousel,Photography,Profile,0,22-02-2025 16:00,22-02-2025,16,Saturday,146,6,5,24,6170,8277,794,112,12,low,2.933549433,181,11.48062464,1.341491086
IG0008938,4,brand,4972,carousel,Technology,Home Feed,1,26-07-2025 03:00,26-07-2025,3,Saturday,1017,24,45,145,14465,16716,234,107,7,viral,8.510197027,1231,4.706355591,1.155617007
IG0008939,11,creator,9044,reel,Beauty,Profile,0,19-11-2024 14:00,19-11-2024,14,Tuesday,69,2,1,10,1268,1626,113,146,11,viral,6.466876972,82,1.249447147,1.282334385
IG0008940,5,brand,10739,reel,Lifestyle,Explore,0,27-06-2025 05:00,27-06-2025,5,Friday,194,4,12,46,5212,7096,222,137,5,medium,4.911742134,256,2.067231586,1.361473523
IG0008941,17,brand,15923,image,Beauty,Reels Feed,0,28-10-2025 12:00,28-10-2025,12,Tuesday,362,6,24,55,4616,6725,280,99,6,viral,9.683708839,447,1.758462601,1.456889081
IG0008942,20,creator,31095,reel,Food,Explore,0,04-03-2025 11:00,04-03-2025,11,Tuesday,105,2,4,15,5681,9086,753,121,3,low,2.21791938,126,2.421611192,1.599366309
IG0008943,7,creator,3551,reel,Photography,Profile,0,06-06-2025 09:00,06-06-2025,9,Friday,137,2,7,21,3332,4937,140,101,8,medium,5.012004802,167,3.942551394,1.481692677
IG0008944,15,brand,8167,image,Photography,Reels Feed,0,24-05-2025 05:00,24-05-2025,5,Saturday,1125,33,69,168,7465,8511,310,117,3,high,18.68720697,1395,3.795763438,1.140120563
IG0008945,15,brand,8167,reel,Fashion,Reels Feed,0,15-05-2025 21:00,15-05-2025,21,Thursday,613,10,32,88,8992,12749,58,99,6,viral,8.262900356,743,0.710175095,1.417815836
IG0008946,14,brand,3083,image,Lifestyle,Hashtags,1,04-07-2025 08:00,04-07-2025,8,Friday,91,4,4,15,2173,3126,558,125,6,medium,5.246203405,114,18.09925397,1.438564197
IG0008947,13,creator,5824,reel,Fashion,Explore,0,31-07-2025 15:00,31-07-2025,15,Thursday,749,29,40,116,9891,11134,285,107,6,viral,9.442927914,934,4.893543956,1.125669801
IG0008948,11,brand,9044,reel,Comedy,External,1,10-06-2025 07:00,10-06-2025,7,Tuesday,260,11,11,47,8483,12064,680,113,10,medium,3.878344925,329,7.518796992,1.422138394
IG0008949,13,creator,5824,reel,Travel,External,0,11-07-2025 06:00,11-07-2025,6,Friday,878,34,39,129,14429,18598,735,111,5,viral,7.48492619,1080,12.62019231,1.288932012
IG0008950,9,creator,6916,carousel,Travel,Profile,1,26-01-2025 13:00,26-01-2025,13,Sunday,847,34,37,117,23509,35654,143,122,5,medium,4.402569229,1035,2.067669173,1.51661066
IG0008951,10,brand,4542,carousel,Technology,Hashtags,0,21-10-2025 03:00,21-10-2025,3,Tuesday,234,7,8,51,3454,4757,510,111,7,viral,8.685581934,300,11.22853369,1.377243775
IG0008952,4,brand,4972,image,Travel,Home Feed,0,09-07-2025 02:00,09-07-2025,2,Wednesday,163,4,8,32,2526,3455,712,125,12,viral,8.194774347,207,14.32019308,1.367775139
IG0008953,17,creator,15923,carousel,Photography,Reels Feed,1,21-06-2025 02:00,21-06-2025,2,Saturday,65,2,0,7,1105,1464,418,137,10,high,6.696832579,74,2.625133455,1.324886878
IG0008954,14,brand,3083,reel,Beauty,Reels Feed,1,02-12-2024 18:00,02-12-2024,18,Monday,58,2,4,6,5629,7536,532,96,8,low,1.243560135,70,17.25591956,1.338781311
IG0008955,18,creator,7486,image,Lifestyle,Reels Feed,1,07-02-2025 09:00,07-02-2025,9,Friday,84,3,4,14,3330,4178,584,128,7,low,3.153153153,105,7.801228961,1.254654655
IG0008956,11,creator,9044,reel,Technology,External,0,31-01-2025 13:00,31-01-2025,13,Friday,300,9,11,49,6453,8627,985,121,8,medium,5.718270572,369,10.89119858,1.336897567
IG0008957,16,brand,9696,carousel,Technology,Profile,0,22-01-2025 20:00,22-01-2025,20,Wednesday,170,11,7,28,3885,4377,212,117,6,high,5.55984556,216,2.186468647,1.126640927
IG0008958,1,brand,9461,carousel,Lifestyle,External,0,19-11-2024 05:00,19-11-2024,5,Tuesday,83,1,4,10,1898,2589,468,145,10,medium,5.163329821,98,4.946622979,1.364067439
IG0008959,7,creator,3551,carousel,Photography,Reels Feed,1,05-02-2025 11:00,05-02-2025,11,Wednesday,112,2,5,18,1899,2887,454,125,12,high,7.214323328,137,12.78513095,1.520273828
IG0008960,10,creator,4542,reel,Comedy,Home Feed,0,03-07-2025 11:00,03-07-2025,11,Thursday,604,14,27,109,8552,10256,199,121,6,viral,8.816651076,754,4.381329811,1.199251637
IG0008961,9,creator,6916,carousel,Comedy,Home Feed,1,09-03-2025 03:00,09-03-2025,3,Sunday,131,5,6,19,6635,7957,399,104,10,low,2.426525998,161,5.769230769,1.19924642
IG0008962,3,brand,10018,carousel,Technology,Reels Feed,1,23-12-2024 09:00,23-12-2024,9,Monday,50,2,0,7,3190,4874,168,107,9,low,1.849529781,59,1.676981433,1.527899687
IG0008963,14,brand,3083,reel,Comedy,Reels Feed,0,23-10-2025 11:00,23-10-2025,11,Thursday,316,6,15,43,10809,17089,840,102,6,low,3.515588861,380,27.24618878,1.580997317
IG0008964,15,brand,8167,reel,Photography,Profile,0,07-07-2025 16:00,07-07-2025,16,Monday,167,2,8,19,9111,10523,996,128,10,low,2.151245747,196,12.1954206,1.1549775
IG0008965,2,creator,22291,carousel,Food,Home Feed,0,09-07-2025 22:00,09-07-2025,22,Wednesday,141,1,10,17,2241,3186,108,126,7,high,7.541276216,169,0.484500471,1.421686747
IG0008966,14,brand,3083,reel,Food,Hashtags,0,07-11-2025 06:00,07-11-2025,6,Friday,196,6,15,23,5509,7993,553,109,6,medium,4.356507533,240,17.93707428,1.45089853
IG0008967,16,brand,9696,carousel,Fashion,External,0,14-12-2024 09:00,14-12-2024,9,Saturday,263,6,10,44,3848,5717,685,120,10,high,8.393970894,323,7.064768977,1.485706861
IG0008968,7,creator,3551,image,Music,External,0,27-08-2025 00:00,27-08-2025,0,Wednesday,80,4,4,17,1577,1798,32,135,10,viral,6.658211795,105,0.901154604,1.140139505
IG0008969,4,creator,4972,carousel,Fitness,Hashtags,1,13-03-2025 18:00,13-03-2025,18,Thursday,107,0,5,17,2132,2481,903,106,5,high,6.05065666,129,18.16170555,1.16369606
IG0008970,18,creator,7486,carousel,Travel,External,0,10-08-2025 21:00,10-08-2025,21,Sunday,305,8,12,40,6188,8089,649,120,6,high,5.898513251,365,8.669516431,1.307207498
IG0008971,5,brand,10739,carousel,Comedy,Profile,0,22-02-2025 19:00,22-02-2025,19,Saturday,103,2,8,15,1421,1797,125,126,6,viral,9.007741027,128,1.163981749,1.264602393
IG0008972,6,creator,10034,carousel,Food,Home Feed,0,23-02-2025 04:00,23-02-2025,4,Sunday,107,5,4,10,2740,3043,591,116,6,medium,4.598540146,126,5.889974088,1.110583942
IG0008973,7,brand,3551,image,Beauty,Home Feed,0,30-07-2025 05:00,30-07-2025,5,Wednesday,0,12,26,77,11456,13072,720,109,4,high,1.003840782,115,20.2759786,1.141061453
IG0008974,15,creator,8167,reel,Lifestyle,Reels Feed,0,17-04-2025 00:00,17-04-2025,0,Thursday,0,8,25,45,4438,6837,872,124,7,viral,1.757548445,78,10.67711522,1.54055881
IG0008975,1,creator,9461,image,Music,Reels Feed,0,19-07-2025 21:00,19-07-2025,21,Saturday,424,16,20,67,8938,10607,990,126,6,high,5.896173641,527,10.46401015,1.186730812
IG0008976,4,brand,4972,carousel,Fashion,Hashtags,0,18-04-2025 14:00,18-04-2025,14,Friday,497,15,25,78,10119,16157,424,108,13,medium,6.07767566,615,8.52775543,1.596699279
IG0008977,1,creator,9461,carousel,Fitness,External,1,02-02-2025 01:00,02-02-2025,1,Sunday,253,8,11,46,7420,10257,447,105,11,medium,4.285714286,318,4.724659127,1.382345013
IG0008978,11,creator,9044,carousel,Food,Home Feed,0,19-01-2025 22:00,19-01-2025,22,Sunday,79,4,6,15,1670,2239,451,121,9,high,6.22754491,104,4.986731535,1.340718563
IG0008979,18,creator,7486,image,Fashion,Explore,1,14-06-2025 17:00,14-06-2025,17,Saturday,28,0,1,2,2454,3142,775,111,8,low,1.263243684,31,10.3526583,1.280358598
IG0008980,14,creator,3083,carousel,Music,External,1,22-04-2025 12:00,22-04-2025,12,Tuesday,86,1,6,11,1568,2413,193,133,6,high,6.632653061,104,6.260136231,1.538903061
IG0008981,11,brand,9044,carousel,Lifestyle,Hashtags,0,16-03-2025 01:00,16-03-2025,1,Sunday,823,17,48,126,21343,26802,58,112,7,high,4.750972216,1014,0.641309155,1.255774727
IG0008982,10,brand,4542,image,Travel,Home Feed,0,10-03-2025 07:00,10-03-2025,7,Monday,46,0,2,11,3046,3946,937,133,9,low,1.936966513,59,20.62967856,1.295469468
IG0008983,17,creator,15923,reel,Food,Profile,0,16-09-2025 23:00,16-09-2025,23,Tuesday,735,17,35,121,15275,17692,896,118,3,high,5.944353519,908,5.627080324,1.158232406
IG0008984,4,brand,4972,carousel,Lifestyle,Hashtags,0,28-05-2025 04:00,28-05-2025,4,Wednesday,49,1,1,5,1334,1859,166,141,7,medium,4.197901049,56,3.338696702,1.393553223
IG0008985,15,creator,8167,carousel,Fitness,External,0,03-10-2025 21:00,03-10-2025,21,Friday,185,5,3,27,5300,6300,397,106,9,medium,4.150943396,220,4.861026081,1.188679245
IG0008986,16,creator,9696,carousel,Comedy,Hashtags,1,01-11-2025 22:00,01-11-2025,22,Saturday,87,2,3,22,2716,3174,382,116,12,medium,4.197349043,114,3.939768977,1.168630339
IG0008987,13,brand,5824,image,Music,Profile,1,19-11-2025 14:00,19-11-2025,14,Wednesday,644,22,27,78,14848,22974,624,95,5,medium,5.192618534,771,10.71428571,1.547279095
IG0008988,9,creator,6916,image,Fitness,Profile,1,28-04-2025 12:00,28-04-2025,12,Monday,401,6,24,59,5403,7824,293,130,12,viral,9.069035721,490,4.236552921,1.448084398
IG0008989,11,creator,9044,carousel,Travel,Reels Feed,0,21-12-2024 22:00,21-12-2024,22,Saturday,238,6,10,22,6180,9842,455,119,8,medium,4.466019417,276,5.030959752,1.592556634
IG0008990,11,brand,9044,image,Lifestyle,Explore,1,09-10-2025 20:00,09-10-2025,20,Thursday,34,0,2,4,2995,4654,591,139,7,low,1.335559265,40,6.534719151,1.553923205
IG0008991,6,creator,10034,reel,Photography,Hashtags,0,19-03-2025 16:00,19-03-2025,16,Wednesday,25,0,1,5,570,908,671,123,10,medium,5.438596491,31,6.687263305,1.592982456
IG0008992,1,creator,9461,reel,Travel,Home Feed,0,09-04-2025 03:00,09-04-2025,3,Wednesday,167,6,11,26,2502,3824,428,128,14,high,8.393285372,210,4.52383469,1.528377298
IG0008993,6,creator,10034,image,Technology,Explore,0,21-08-2025 06:00,21-08-2025,6,Thursday,34,0,2,3,1942,2690,91,131,12,low,2.008238929,39,0.906916484,1.385169928
IG0008994,13,brand,5824,image,Food,Explore,0,05-06-2025 01:00,05-06-2025,1,Thursday,154,4,12,22,4333,6768,917,123,11,medium,4.431110085,192,15.74519231,1.561966305
IG0008995,5,creator,10739,carousel,Comedy,Home Feed,0,10-01-2025 08:00,10-01-2025,8,Friday,592,19,0,96,8776,12880,633,135,10,viral,8.056061987,707,5.894403576,1.467639015
IG0008996,15,creator,8167,carousel,Music,Reels Feed,1,16-10-2025 01:00,16-10-2025,1,Thursday,104,1,5,16,3429,4468,348,115,8,medium,3.674540682,126,4.261050569,1.303003791
IG0008997,18,brand,7486,reel,Beauty,Home Feed,1,20-08-2025 16:00,20-08-2025,16,Wednesday,141,6,9,18,3661,4939,470,138,6,medium,4.752799781,174,6.278386321,1.349084949
IG0008998,20,brand,31095,image,Lifestyle,Hashtags,1,29-07-2025 20:00,29-07-2025,20,Tuesday,312,9,20,56,5197,6287,904,117,7,viral,7.639022513,397,2.90721981,1.209736386
IG0008999,14,creator,3083,reel,Photography,Reels Feed,1,27-02-2025 17:00,27-02-2025,17,Thursday,246,8,15,32,11703,14552,666,121,13,low,2.571990088,301,21.60233539,1.243441853
IG0009000,15,creator,8167,image,Beauty,Profile,1,24-10-2025 05:00,24-10-2025,5,Friday,55,1,0,9,1833,2021,951,99,5,medium,3.546099291,65,11.64442268,1.102564103
IG0009001,5,creator,10739,carousel,Food,Explore,0,13-11-2025 17:00,13-11-2025,17,Thursday,535,17,22,78,29145,32942,40,132,7,low,2.23709041,652,0.37247416,1.130279636
IG0009002,4,creator,4972,carousel,Food,Home Feed,0,03-06-2025 21:00,03-06-2025,21,Tuesday,234,6,11,26,5374,7210,588,114,2,medium,5.154447339,277,11.82622687,1.341644957
IG0009003,2,creator,22291,reel,Music,Explore,0,01-09-2025 05:00,01-09-2025,5,Monday,372,9,21,52,20867,27442,493,125,12,low,2.175684095,454,2.211654928,1.315090813
IG0009004,7,creator,3551,reel,Photography,Profile,0,31-01-2025 01:00,31-01-2025,1,Friday,1020,63,51,144,5861,7835,953,114,7,viral,21.8051527,1278,26.83751056,1.336802593
IG0009005,10,creator,4542,carousel,Food,Home Feed,0,11-01-2025 01:00,11-01-2025,1,Saturday,266,8,16,41,9825,11834,71,139,10,medium,3.368956743,331,1.563188023,1.204478372
IG0009006,16,creator,9696,image,Beauty,Profile,0,19-07-2025 05:00,19-07-2025,5,Saturday,95,4,9,16,1919,2991,866,125,4,medium,6.461698801,124,8.931518152,1.558624283
IG0009007,10,creator,4542,reel,Photography,Hashtags,1,23-05-2025 08:00,23-05-2025,8,Friday,369,6,15,57,3464,5220,302,125,13,medium,12.90415704,447,6.64905328,1.506928406
IG0009008,18,brand,7486,carousel,Beauty,External,1,10-05-2025 03:00,10-05-2025,3,Saturday,505,13,23,65,7185,8179,296,113,7,viral,8.434237996,606,3.954047555,1.138343772
IG0009009,17,creator,15923,carousel,Travel,Profile,0,21-09-2025 09:00,21-09-2025,9,Sunday,69,3,5,7,987,1446,921,114,6,viral,8.510638298,84,5.784085913,1.465045593
IG0009010,13,creator,5824,image,Fitness,Hashtags,0,02-07-2025 19:00,02-07-2025,19,Wednesday,219,6,11,32,3911,5695,719,129,11,high,6.8524674,268,12.34546703,1.456149322
IG0009011,1,brand,9461,image,Photography,Profile,0,06-07-2025 01:00,06-07-2025,1,Sunday,292,10,19,43,6358,8673,837,127,7,medium,5.725070777,364,8.846844942,1.36410821
IG0009012,1,creator,9461,image,Fashion,Reels Feed,0,30-05-2025 12:00,30-05-2025,12,Friday,504,11,19,0,6580,7730,487,133,9,viral,8.11550152,534,5.147447416,1.174772036
IG0009013,15,creator,8167,reel,Fitness,Profile,0,07-07-2025 03:00,07-07-2025,3,Monday,839,27,45,118,14885,16624,668,116,6,viral,6.912999664,1029,8.179257989,1.116829023
IG0009014,1,brand,9461,image,Fitness,External,1,14-12-2024 10:00,14-12-2024,10,Saturday,337,11,14,53,5460,6816,971,141,13,viral,7.600732601,415,10.26318571,1.248351648
IG0009015,6,creator,10034,reel,Photography,External,0,19-01-2025 09:00,19-01-2025,9,Sunday,41,4,2,9,2989,3536,905,118,4,low,1.8735363,56,9.019334264,1.183004349
IG0009016,13,creator,5824,image,Comedy,Home Feed,0,17-08-2025 12:00,17-08-2025,12,Sunday,1510,35,75,197,19503,26464,144,128,4,viral,9.316515408,1817,2.472527473,1.356919448
IG0009017,1,brand,9461,carousel,Food,External,0,23-06-2025 06:00,23-06-2025,6,Monday,821,22,45,127,11963,16112,230,106,6,viral,8.484493856,1015,2.43103266,1.34681936
IG0009018,5,creator,10739,image,Travel,Hashtags,1,05-04-2025 03:00,05-04-2025,3,Saturday,1774,48,96,244,32018,44279,895,119,15,high,6.752451746,2162,8.334109321,1.382940846
IG0009019,9,brand,6916,carousel,Comedy,Profile,0,22-01-2025 21:00,22-01-2025,21,Wednesday,387,10,24,50,5823,6897,785,113,8,viral,8.088614116,471,11.35049161,1.18444101
IG0009020,17,brand,15923,carousel,Comedy,External,0,04-07-2025 04:00,04-07-2025,4,Friday,289,10,14,57,8947,11738,402,122,6,medium,4.135464401,370,2.524649878,1.311948139
IG0009021,16,creator,9696,image,Fashion,External,0,12-01-2025 06:00,12-01-2025,6,Sunday,120,5,5,10,3275,5214,790,103,6,medium,4.27480916,140,8.147689769,1.592061069
IG0009022,8,creator,15986,carousel,Lifestyle,External,0,15-08-2025 10:00,15-08-2025,10,Friday,420,12,19,75,14459,23038,777,123,9,low,3.637872605,526,4.86050294,1.593332872
IG0009023,17,brand,15923,carousel,Photography,External,0,28-08-2025 02:00,28-08-2025,2,Thursday,442,20,18,69,9322,14338,821,123,6,medium,5.889294143,549,5.156063556,1.538081957
